state,district,year,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
rajasthan,tonk,2025,9,1555,533,4,797,5817,11615,2846
rajasthan,tonk,2025,10,535,187,17,331,2857,1398,1532
rajasthan,tonk,2025,11,992,368,17,766,6621,3951,4477
rajasthan,tonk,2025,12,481,236,4,1143,8120,5225,5272
rajasthan,udaipur,2025,4,70,47,15,147,1479,6038,9759
rajasthan,udaipur,2025,7,511,323,21,89,640,17820,11986
rajasthan,udaipur,2025,9,3271,2205,8,1339,12835,22821,6761
rajasthan,udaipur,2025,10,1245,965,14,687,7475,3992,4467
rajasthan,udaipur,2025,11,2217,1514,125,1939,16729,9403,10568
rajasthan,udaipur,2025,12,1327,1019,9,1995,16531,11908,11000
sikkim,east,2025,9,90,83,1,114,1321,275,279
sikkim,east,2025,10,41,27,0,61,472,134,125
sikkim,east,2025,11,69,37,1,77,1026,256,220
sikkim,east,2025,12,15,6,0,70,1105,148,212
sikkim,east sikkim,2025,9,67,77,7,73,806,325,128
sikkim,east sikkim,2025,10,40,26,5,33,239,206,67
sikkim,east sikkim,2025,11,50,26,1,75,609,373,94
sikkim,east sikkim,2025,12,27,7,6,61,603,222,110
sikkim,mangan,2025,10,0,1,0,0,13,0,0
sikkim,mangan,2025,11,0,1,0,0,17,0,0
sikkim,mangan,2025,12,0,0,1,0,24,0,0
sikkim,namchi,2025,9,1,4,6,1,90,0,2
sikkim,namchi,2025,10,0,1,3,2,27,0,0
sikkim,namchi,2025,11,1,2,1,1,70,0,1
sikkim,namchi,2025,12,1,0,4,2,89,0,2
sikkim,north,2025,9,10,7,0,13,142,11,26
sikkim,north,2025,10,10,0,0,9,31,69,28
sikkim,north,2025,11,10,3,0,19,158,17,22
sikkim,north,2025,12,4,0,0,5,66,16,22
sikkim,north sikkim,2025,9,15,4,0,12,146,38,35
sikkim,north sikkim,2025,10,12,8,0,20,43,181,15
sikkim,north sikkim,2025,11,16,4,0,19,127,110,35
sikkim,north sikkim,2025,12,2,1,0,8,71,60,23
sikkim,south,2025,9,45,58,1,54,953,76,156
sikkim,south,2025,10,11,22,0,18,323,22,67
sikkim,south,2025,11,29,25,0,25,548,72,165
sikkim,south,2025,12,3,3,0,25,535,60,128
sikkim,south sikkim,2025,4,15,23,11,0,0,272,131
sikkim,south sikkim,2025,7,100,147,13,0,0,130,113
sikkim,south sikkim,2025,9,32,38,0,31,335,83,59
sikkim,south sikkim,2025,10,9,18,1,19,116,38,22
sikkim,south sikkim,2025,11,26,18,0,22,220,88,56
sikkim,south sikkim,2025,12,5,3,0,23,234,112,47
sikkim,west,2025,9,39,54,2,67,785,63,126
sikkim,west,2025,10,25,21,2,21,226,25,61
sikkim,west,2025,11,22,32,0,43,478,58,91
sikkim,west,2025,12,6,4,1,29,350,50,105
sikkim,west sikkim,2025,4,52,65,10,0,0,647,201
sikkim,west sikkim,2025,7,48,108,15,0,0,207,152
sikkim,west sikkim,2025,9,50,42,4,53,526,102,58
sikkim,west sikkim,2025,10,21,19,3,28,156,66,41
sikkim,west sikkim,2025,11,27,20,2,26,297,89,65
sikkim,west sikkim,2025,12,8,2,5,24,264,78,35
tamil nadu,ariyalur,2025,9,657,97,0,855,2955,2273,2131
tamil nadu,ariyalur,2025,10,392,90,24,571,1936,1976,2383
tamil nadu,ariyalur,2025,11,550,180,39,1414,3191,4612,2761
tamil nadu,ariyalur,2025,12,328,38,17,1185,3636,4867,2729
tamil nadu,chengalpattu,2025,7,138,62,26,0,0,170,316
tamil nadu,chengalpattu,2025,9,272,57,16,291,2733,315,241
tamil nadu,chengalpattu,2025,10,141,41,0,315,2727,343,145
tamil nadu,chengalpattu,2025,11,179,113,13,644,5123,934,205
tamil nadu,chengalpattu,2025,12,132,46,17,693,5946,1215,341
tamil nadu,chennai,2025,7,231,136,33,0,0,9087,20039
tamil nadu,chennai,2025,9,2418,711,27,3431,19824,8819,9585
tamil nadu,chennai,2025,10,1439,418,13,2780,12975,13628,4887
tamil nadu,chennai,2025,11,2257,645,81,4765,30325,20672,9651
tamil nadu,chennai,2025,12,1341,249,44,3744,31467,21019,12495
tamil nadu,coimbatore,2025,5,59,19,11,130,1072,11391,18515
tamil nadu,coimbatore,2025,9,2466,566,12,2475,15857,4745,11429
tamil nadu,coimbatore,2025,10,1520,382,0,1685,11410,3367,7854
tamil nadu,coimbatore,2025,11,2013,572,9,3555,23471,7631,12641
tamil nadu,coimbatore,2025,12,1081,265,11,3335,25679,11982,14899
tamil nadu,cuddalore,2025,5,120,11,10,0,0,9753,8580
tamil nadu,cuddalore,2025,9,2753,364,0,2315,11251,4723,5898
tamil nadu,cuddalore,2025,10,1264,206,0,1485,7404,4788,8080
tamil nadu,cuddalore,2025,11,2140,392,2,3350,14548,13058,8897
tamil nadu,cuddalore,2025,12,1216,120,32,2939,15858,19959,9566
tamil nadu,dharmapuri,2025,9,1472,253,0,1500,5566,3961,2718
tamil nadu,dharmapuri,2025,10,999,172,14,1134,3664,5188,3777
tamil nadu,dharmapuri,2025,11,1549,289,9,2024,7294,8623,4169
tamil nadu,dharmapuri,2025,12,820,137,25,1676,7440,14696,4069
tamil nadu,dindigul,2025,9,1809,526,2,1623,8348,4999,9162
tamil nadu,dindigul,2025,10,805,251,0,1317,5192,4729,6933
tamil nadu,dindigul,2025,11,1318,458,3,2452,10871,7665,10860
tamil nadu,dindigul,2025,12,746,158,7,1840,10720,9821,12077
tamil nadu,erode,2025,9,1879,320,0,1430,9637,4609,6819
tamil nadu,erode,2025,10,966,243,0,1202,6447,8972,6195
tamil nadu,erode,2025,11,1350,346,5,2399,13493,12178,8842
tamil nadu,erode,2025,12,769,136,3,1665,13556,9660,9299
tamil nadu,kallakurichi,2025,6,165,55,23,0,0,246,373
tamil nadu,kallakurichi,2025,9,213,26,1,225,1238,146,240
tamil nadu,kallakurichi,2025,10,152,18,1,212,1168,179,158
tamil nadu,kallakurichi,2025,11,216,37,3,430,2109,339,216
tamil nadu,kallakurichi,2025,12,131,13,10,358,2394,567,260
tamil nadu,kancheepuram,2025,4,229,75,24,854,7778,11633,12146
tamil nadu,kancheepuram,2025,9,3306,1071,16,3754,16562,7499,9434
tamil nadu,kancheepuram,2025,10,1746,703,2,2652,9827,10372,6661
tamil nadu,kancheepuram,2025,11,2583,1065,18,4790,21260,23753,10682
tamil nadu,kancheepuram,2025,12,1765,440,7,3470,23185,20896,12452
tamil nadu,kanchipuram,2025,3,12,12,10,0,0,0,0
tamil nadu,kanchipuram,2025,6,264,76,11,0,0,0,0
tamil nadu,kanchipuram,2025,10,0,1,0,0,0,0,0
tamil nadu,kanchipuram,2025,12,1,0,0,0,6,1,3
tamil nadu,kanniyakumari,2025,9,816,51,0,1284,5045,2807,3796
tamil nadu,kanniyakumari,2025,10,444,30,0,1171,3482,4074,2883
tamil nadu,kanniyakumari,2025,11,535,34,1,1576,6242,4336,3768
tamil nadu,kanniyakumari,2025,12,344,20,0,952,6129,4980,3995
tamil nadu,kanyakumari,2025,9,660,32,3,569,2780,2177,695
tamil nadu,kanyakumari,2025,10,421,21,0,579,1861,2886,469
tamil nadu,kanyakumari,2025,11,505,29,14,789,3066,4079,653
tamil nadu,kanyakumari,2025,12,310,10,0,662,3143,4293,746
tamil nadu,karur,2025,9,1309,248,1,711,4054,1846,3444
tamil nadu,karur,2025,10,593,117,0,416,2427,2696,1607
tamil nadu,karur,2025,11,874,219,0,1117,5235,3861,2627
tamil nadu,karur,2025,12,586,70,2,833,5590,4181,3277
tamil nadu,krishnagiri,2025,9,1447,224,1,1554,7787,3763,4013
tamil nadu,krishnagiri,2025,10,741,170,0,1185,4547,10111,3028
tamil nadu,krishnagiri,2025,11,1070,346,5,2426,9408,13509,4980
tamil nadu,krishnagiri,2025,12,899,170,2,1896,11607,10275,5995
tamil nadu,madurai,2025,4,94,10,11,380,2914,10401,14583
tamil nadu,madurai,2025,6,62,14,12,316,1750,7687,14269
tamil nadu,madurai,2025,9,3504,367,6,2380,12375,6251,8600
tamil nadu,madurai,2025,10,1623,202,1,2166,7947,9790,6560
tamil nadu,madurai,2025,11,2381,314,7,4509,19051,15954,9836
tamil nadu,madurai,2025,12,1211,117,2,2862,20143,17664,10857
tamil nadu,mayiladuthurai,2025,9,180,22,0,85,542,302,100
tamil nadu,mayiladuthurai,2025,10,88,11,0,44,393,167,85
tamil nadu,mayiladuthurai,2025,11,100,20,1,134,706,859,130
tamil nadu,mayiladuthurai,2025,12,69,11,0,129,973,920,150
tamil nadu,nagapattinam,2025,9,1256,261,0,959,7265,1799,3431
tamil nadu,nagapattinam,2025,10,594,146,0,566,5166,1975,3731
tamil nadu,nagapattinam,2025,11,923,234,0,1164,8277,4798,7100
tamil nadu,nagapattinam,2025,12,542,91,0,1072,9623,6383,6058
tamil nadu,namakkal,2025,9,1827,162,3,1396,6502,1711,6898
tamil nadu,namakkal,2025,10,776,126,0,1675,4240,4913,3708
tamil nadu,namakkal,2025,11,1034,234,4,2936,8126,10036,6948
tamil nadu,namakkal,2025,12,620,85,2,2267,9225,8789,7603
tamil nadu,perambalur,2025,9,703,72,0,527,2363,1174,3098
tamil nadu,perambalur,2025,10,375,44,0,486,1337,1528,2899
tamil nadu,perambalur,2025,11,505,88,0,1115,2724,3620,4041
tamil nadu,perambalur,2025,12,315,28,0,931,2958,2734,4017
tamil nadu,pudukkottai,2025,5,143,34,13,0,0,6212,7897
tamil nadu,pudukkottai,2025,9,2009,574,1,1542,7809,2848,5801
tamil nadu,pudukkottai,2025,10,918,289,3,982,5353,2754,8060
tamil nadu,pudukkottai,2025,11,1405,563,4,2120,9312,5805,9464
tamil nadu,pudukkottai,2025,12,864,210,15,1921,10511,12915,8883
tamil nadu,ramanathapuram,2025,6,92,38,22,0,0,4855,7408
tamil nadu,ramanathapuram,2025,9,1095,163,0,878,5632,2238,4131
tamil nadu,ramanathapuram,2025,10,621,148,5,907,3645,4904,4311
tamil nadu,ramanathapuram,2025,11,934,236,6,1515,6681,5689,5330
tamil nadu,ramanathapuram,2025,12,576,59,10,1092,8040,7384,5689
tamil nadu,ranipet,2025,9,30,6,0,30,218,34,34
tamil nadu,ranipet,2025,10,19,2,0,37,151,43,13
tamil nadu,ranipet,2025,11,32,2,1,51,339,169,43
tamil nadu,ranipet,2025,12,16,3,0,50,405,124,43
tamil nadu,salem,2025,6,335,95,64,0,0,10184,15513
tamil nadu,salem,2025,9,2872,457,2,3246,15131,5646,10879
tamil nadu,salem,2025,10,1609,311,17,2149,10137,5112,6886
tamil nadu,salem,2025,11,2012,490,95,4030,17911,16329,11404
tamil nadu,salem,2025,12,1589,255,46,4042,21877,20982,13473
tamil nadu,sivaganga,2025,6,70,13,10,0,0,3278,6288
tamil nadu,sivaganga,2025,9,1314,168,0,1030,5088,2368,4536
tamil nadu,sivaganga,2025,10,687,118,0,722,3167,3564,4118
tamil nadu,sivaganga,2025,11,1027,312,9,1668,6534,8510,5348
tamil nadu,sivaganga,2025,12,642,74,2,1383,7921,7920,5808
tamil nadu,tenkasi,2025,9,380,43,0,315,1311,707,285
tamil nadu,tenkasi,2025,10,231,21,0,253,939,1368,217
tamil nadu,tenkasi,2025,11,342,39,0,475,1736,1794,305
tamil nadu,tenkasi,2025,12,197,15,0,426,2276,1798,377
tamil nadu,thanjavur,2025,4,35,10,11,120,1148,6846,11788
tamil nadu,thanjavur,2025,9,2152,517,3,2590,10804,4828,5769
tamil nadu,thanjavur,2025,10,1025,275,0,1598,6672,5987,5655
tamil nadu,thanjavur,2025,11,1517,407,2,3187,12906,8609,10414
tamil nadu,thanjavur,2025,12,1152,262,4,2883,14404,16312,9827
tamil nadu,the nilgiris,2025,9,469,114,1,376,2438,892,1723
tamil nadu,the nilgiris,2025,10,257,102,0,352,1712,1442,1227
tamil nadu,the nilgiris,2025,11,345,139,4,737,3106,2915,1885
tamil nadu,the nilgiris,2025,12,208,75,0,739,3289,5755,2514
tamil nadu,theni,2025,9,1060,197,0,965,5941,2101,3343
tamil nadu,theni,2025,10,608,109,0,798,3714,2914,2620
tamil nadu,theni,2025,11,771,189,2,1461,6894,5044,4140
tamil nadu,theni,2025,12,469,68,0,1141,8751,6937,4720
tamil nadu,thiruvallur,2025,7,261,75,10,0,0,36,109
tamil nadu,thiruvallur,2025,9,58,13,0,25,354,71,313
tamil nadu,thiruvallur,2025,10,46,13,0,18,281,66,242
tamil nadu,thiruvallur,2025,11,54,26,0,35,534,169,408
tamil nadu,thiruvallur,2025,12,42,7,0,26,550,163,384
tamil nadu,thiruvarur,2025,9,1170,296,1,997,6202,2151,2457
tamil nadu,thiruvarur,2025,10,551,120,0,707,4600,3050,2719
tamil nadu,thiruvarur,2025,11,948,284,2,1504,7239,5535,5426
tamil nadu,thiruvarur,2025,12,677,116,0,1400,8612,9147,4774
tamil nadu,thoothukkudi,2025,9,1458,229,0,1373,7212,2558,4414
tamil nadu,thoothukkudi,2025,10,922,230,0,1139,4515,7299,3790
tamil nadu,thoothukkudi,2025,11,1201,277,3,1861,7981,13370,6483
tamil nadu,thoothukkudi,2025,12,858,141,0,1645,9668,15095,7100
tamil nadu,tiruchirappalli,2025,9,3430,491,1,1990,10624,3954,9128
tamil nadu,tiruchirappalli,2025,10,1467,364,0,1703,6623,6083,10019
tamil nadu,tiruchirappalli,2025,11,2029,514,1,3679,13173,11776,11994
tamil nadu,tiruchirappalli,2025,12,1470,162,3,2389,14324,11460,11993
tamil nadu,tirunelveli,2025,9,2835,468,0,3030,10872,6699,9655
tamil nadu,tirunelveli,2025,10,1826,321,0,2444,7544,13509,7640
tamil nadu,tirunelveli,2025,11,2159,444,2,3969,12283,18076,11526
tamil nadu,tirunelveli,2025,12,1483,137,0,2843,15081,16687,13478
tamil nadu,tirupathur,2025,9,4,0,0,2,19,3,3
tamil nadu,tirupattur,2025,9,301,20,0,140,1300,298,268
tamil nadu,tirupattur,2025,10,191,21,0,134,774,848,171
tamil nadu,tirupattur,2025,11,245,37,2,299,1838,2290,235
tamil nadu,tirupattur,2025,12,207,24,0,341,2266,1698,345
tamil nadu,tiruppur,2025,9,1849,350,0,2089,10033,4315,6247
tamil nadu,tiruppur,2025,10,966,228,1,1733,7571,6177,4898
tamil nadu,tiruppur,2025,11,1390,381,3,3193,13312,10828,7909
tamil nadu,tiruppur,2025,12,873,150,1,2411,14828,13525,8868
tamil nadu,tiruvallur,2025,9,2922,772,9,3095,17556,8003,9116
tamil nadu,tiruvallur,2025,10,1603,554,5,2341,10936,11004,6479
tamil nadu,tiruvallur,2025,11,2541,1014,24,4128,21465,21206,10779
tamil nadu,tiruvallur,2025,12,1646,325,20,3081,23918,23566,11499
tamil nadu,tiruvannamalai,2025,9,2449,274,4,2277,9872,3608,4241
tamil nadu,tiruvannamalai,2025,10,1228,140,0,1615,6357,6197,5876
tamil nadu,tiruvannamalai,2025,11,1827,210,21,2371,11101,9449,7238
tamil nadu,tiruvannamalai,2025,12,1052,53,8,1666,11283,10805,6171
tamil nadu,tiruvarur,2025,9,1,0,0,0,0,0,0
tamil nadu,tuticorin,2025,9,1,0,0,0,0,0,2
tamil nadu,tuticorin,2025,11,0,1,0,0,2,0,2
tamil nadu,vellore,2025,6,367,102,41,0,0,8177,10946
tamil nadu,vellore,2025,9,2703,359,0,2584,13709,4947,7320
tamil nadu,vellore,2025,10,1572,225,0,1792,8920,8251,7962
tamil nadu,vellore,2025,11,2176,460,11,3354,17018,17790,10949
tamil nadu,vellore,2025,12,1453,163,1,2472,17582,17564,11439
tamil nadu,villupuram,2025,9,1833,282,0,2114,5525,4033,2664
tamil nadu,villupuram,2025,10,986,209,0,1753,4095,7781,3150
tamil nadu,villupuram,2025,11,2251,356,2,3573,6825,15890,4108
tamil nadu,villupuram,2025,12,784,68,1,1797,6833,12408,3829
tamil nadu,viluppuram,2025,9,1398,244,0,364,7442,874,4649
tamil nadu,viluppuram,2025,10,757,160,0,435,5742,1669,8965
tamil nadu,viluppuram,2025,11,1598,302,0,816,9950,2953,9381
tamil nadu,viluppuram,2025,12,588,75,0,512,9024,2466,7461
tamil nadu,virudhunagar,2025,9,1692,198,1,1443,7247,2311,4705
tamil nadu,virudhunagar,2025,10,833,136,0,1015,4850,9000,4675
tamil nadu,virudhunagar,2025,11,1351,226,3,2580,10138,14230,7248
tamil nadu,virudhunagar,2025,12,893,67,7,1489,10312,7682,7005
telangana,adilabad,2025,9,1022,189,0,684,6817,3835,4208
telangana,adilabad,2025,10,574,101,0,966,5494,6829,4438
telangana,adilabad,2025,11,577,121,2,1331,6819,7183,4183
telangana,adilabad,2025,12,344,56,1,990,6016,6594,3601
telangana,bhadradri kothagudem,2025,7,507,109,23,0,0,1103,1656
telangana,bhadradri kothagudem,2025,9,688,189,1,809,5353,1603,1149
telangana,bhadradri kothagudem,2025,10,549,187,13,1348,4959,2376,1359
telangana,bhadradri kothagudem,2025,11,478,144,1,1404,5310,2036,1288
telangana,bhadradri kothagudem,2025,12,268,53,1,915,5007,1878,941
telangana,hanumakonda,2025,9,333,34,0,246,4085,168,1330
telangana,hanumakonda,2025,10,227,30,1,398,2848,197,666
telangana,hanumakonda,2025,11,228,29,4,532,3510,237,638
telangana,hanumakonda,2025,12,128,16,0,361,3279,241,530
telangana,hyderabad,2025,4,252,32,22,1890,13025,9730,11312
telangana,hyderabad,2025,5,736,154,21,2278,11259,11273,10381
telangana,hyderabad,2025,6,690,479,49,2931,18094,12414,11846
telangana,hyderabad,2025,7,5199,1820,233,3520,24880,16549,15162
telangana,hyderabad,2025,9,3790,1074,78,2648,19192,12313,8638
telangana,hyderabad,2025,10,3289,740,58,3069,16064,13578,6742
telangana,hyderabad,2025,11,3632,821,139,4887,23907,19599,8250
telangana,hyderabad,2025,12,2133,480,69,4986,30184,27630,10675
telangana,jagitial,2025,9,562,40,0,249,3053,483,374
telangana,jagitial,2025,10,355,25,0,339,2539,936,313
telangana,jagitial,2025,11,285,22,9,389,2764,1050,325
telangana,jagitial,2025,12,286,11,0,360,3120,1547,385
telangana,jangaon,2025,9,19,7,0,16,177,11,91
telangana,jangaon,2025,10,25,4,0,14,186,28,24
telangana,jangaon,2025,11,13,3,0,18,163,51,22
telangana,jangaon,2025,12,9,1,0,19,151,38,15
telangana,jangoan,2025,9,365,56,0,217,4349,581,665
telangana,jangoan,2025,10,221,40,0,298,2347,614,421
telangana,jangoan,2025,11,201,25,0,425,2838,919,428
telangana,jangoan,2025,12,105,9,0,328,2695,888,276
telangana,jayashankar bhupalpally,2025,9,238,60,0,172,2872,243,344
telangana,jayashankar bhupalpally,2025,10,185,51,0,298,2480,307,248
telangana,jayashankar bhupalpally,2025,11,166,39,4,328,2367,340,267
telangana,jayashankar bhupalpally,2025,12,81,23,0,213,2404,311,220
telangana,jogulamba gadwal,2025,9,547,79,0,503,3353,587,400
telangana,jogulamba gadwal,2025,10,436,99,0,902,3567,847,581
telangana,jogulamba gadwal,2025,11,397,87,2,919,4104,944,447
telangana,jogulamba gadwal,2025,12,163,34,0,774,3542,859,417
telangana,kamareddy,2025,9,680,65,0,380,3482,808,921
telangana,kamareddy,2025,10,453,36,0,620,3639,1114,654
telangana,kamareddy,2025,11,509,27,0,698,4224,1423,783
telangana,kamareddy,2025,12,220,16,2,639,4098,1627,927
telangana,karimnagar,2025,9,1866,288,1,1089,13977,4797,8567
telangana,karimnagar,2025,10,1365,191,1,1446,9680,7564,6823
telangana,karimnagar,2025,11,1188,142,4,1962,12242,8229,6962
telangana,karimnagar,2025,12,696,65,1,1539,13171,10091,6386
telangana,khammam,2025,9,985,629,2,1205,8831,5310,1788
telangana,khammam,2025,10,690,179,2,1820,7705,6242,1974
telangana,khammam,2025,11,733,210,4,2124,8407,6909,1676
telangana,khammam,2025,12,392,61,1,1350,7567,6571,1730
telangana,komaram bheem,2025,9,386,85,0,579,5025,383,648
telangana,komaram bheem,2025,10,201,43,0,712,3911,867,442
telangana,komaram bheem,2025,11,207,43,0,862,4903,968,439
telangana,komaram bheem,2025,12,123,18,0,745,4278,839,426
telangana,kv rangareddy,2025,4,159,25,28,655,4011,9527,13014
telangana,kv rangareddy,2025,9,4459,1269,41,3194,25300,11359,14240
telangana,kv rangareddy,2025,10,3359,958,24,4812,21103,14251,11008
telangana,kv rangareddy,2025,11,3395,1034,39,6780,27688,17132,11727
telangana,kv rangareddy,2025,12,2192,395,32,5239,28936,19079,12277
telangana,mahabubabad,2025,9,457,83,1,312,4069,876,415
telangana,mahabubabad,2025,10,329,67,0,458,3490,866,399
telangana,mahabubabad,2025,11,329,71,0,717,4427,1227,404
telangana,mahabubabad,2025,12,134,32,0,500,3956,833,373
telangana,mahabubnagar,2025,9,3115,994,2,2201,12836,9093,11560
telangana,mahabubnagar,2025,10,1889,671,2,3835,9631,13000,9068
telangana,mahabubnagar,2025,11,1744,570,11,5587,12242,13325,8283
telangana,mahabubnagar,2025,12,941,228,1,3586,13015,12486,7879
telangana,mancherial,2025,9,329,69,1,341,4784,630,496
telangana,mancherial,2025,10,235,39,0,646,3893,1270,458
telangana,mancherial,2025,11,206,41,0,925,5845,1452,531
telangana,mancherial,2025,12,154,20,0,667,5807,1536,540
telangana,medak,2025,9,2228,558,1,1142,10820,6658,7645
telangana,medak,2025,10,1697,400,3,1604,7941,10142,8589
telangana,medak,2025,11,1481,334,3,2137,9566,9579,7396
telangana,medak,2025,12,752,87,0,1545,8826,9355,5875
telangana,medchal malkajgiri,2025,6,159,119,20,0,0,0,0
telangana,medchal malkajgiri,2025,7,250,146,10,0,0,0,0
telangana,medchalmalkajgiri,2025,4,76,25,15,0,0,1109,1772
telangana,medchalmalkajgiri,2025,9,1040,315,18,1419,10397,1950,1872
telangana,medchalmalkajgiri,2025,10,918,252,24,2092,8611,2630,1359
telangana,medchalmalkajgiri,2025,11,893,262,40,2924,11742,2838,1617
telangana,medchalmalkajgiri,2025,12,583,135,11,2365,13943,3574,2082
telangana,mulugu,2025,9,261,88,0,143,2106,178,429
telangana,mulugu,2025,10,165,79,0,222,1479,204,320
telangana,mulugu,2025,11,172,42,4,323,1904,478,231
telangana,mulugu,2025,12,102,24,0,338,2211,340,308
telangana,nagarkurnool,2025,9,467,111,0,378,4657,643,803
telangana,nagarkurnool,2025,10,230,71,0,496,2982,1499,454
telangana,nagarkurnool,2025,11,248,67,1,586,3370,1221,438
telangana,nagarkurnool,2025,12,132,33,1,427,2579,1186,403
telangana,nalgonda,2025,9,2041,470,0,967,13406,6057,6535
telangana,nalgonda,2025,10,1389,348,0,1853,10371,10267,6036
telangana,nalgonda,2025,11,1350,327,1,2755,13165,10971,5769
telangana,nalgonda,2025,12,625,101,9,1972,11137,10550,5316
telangana,narayanpet,2025,9,441,76,0,476,4165,426,423
telangana,narayanpet,2025,10,267,73,0,488,2644,325,315
telangana,narayanpet,2025,11,240,48,4,527,2956,359,270
telangana,narayanpet,2025,12,134,27,0,468,2646,442,322
telangana,nirmal,2025,9,531,41,0,627,6161,876,1035
telangana,nirmal,2025,10,270,19,2,832,4829,889,1038
telangana,nirmal,2025,11,325,33,1,1186,7652,1129,1042
telangana,nirmal,2025,12,166,13,0,869,6019,1275,1006
telangana,nizamabad,2025,9,2344,203,1,975,8800,5185,5988
telangana,nizamabad,2025,10,1595,148,0,1464,7191,6868,7184
telangana,nizamabad,2025,11,1344,162,4,2189,9714,9572,5629
telangana,nizamabad,2025,12,702,70,4,1770,9667,11434,5260
telangana,peddapalli,2025,9,197,31,1,117,2108,199,892
telangana,peddapalli,2025,10,120,16,1,186,1710,272,322
telangana,peddapalli,2025,11,125,10,1,243,1895,370,380
telangana,peddapalli,2025,12,71,15,0,257,2279,518,338
telangana,rajanna sircilla,2025,9,262,21,0,275,2329,471,525
telangana,rajanna sircilla,2025,10,250,11,1,276,1672,536,355
telangana,rajanna sircilla,2025,11,194,12,1,324,1889,865,399
telangana,rajanna sircilla,2025,12,128,7,1,228,1980,855,354
telangana,ranga reddy,2025,7,181,93,10,0,0,0,0
telangana,rangareddy,2025,9,79,16,1,105,1023,64,145
telangana,rangareddy,2025,10,60,10,0,136,576,162,125
telangana,rangareddy,2025,11,52,21,1,201,880,82,108
telangana,rangareddy,2025,12,46,14,0,153,1058,124,118
telangana,sangareddy,2025,9,729,154,3,615,4556,1442,928
telangana,sangareddy,2025,10,596,150,1,839,3896,2040,819
telangana,sangareddy,2025,11,595,118,2,1167,5154,2796,856
telangana,sangareddy,2025,12,304,46,5,879,4820,2779,682
telangana,siddipet,2025,9,596,49,0,542,8096,1054,1175
telangana,siddipet,2025,10,467,49,0,820,6156,2543,905
telangana,siddipet,2025,11,430,57,1,895,6017,2258,890
telangana,siddipet,2025,12,208,19,0,828,5658,1998,778
telangana,suryapet,2025,9,641,137,0,552,8968,846,1299
telangana,suryapet,2025,10,480,79,1,872,7507,1243,1314
telangana,suryapet,2025,11,424,60,1,1282,9770,1398,1152
telangana,suryapet,2025,12,198,21,0,936,6966,1281,826
telangana,vikarabad,2025,9,764,185,0,1662,13442,920,838
telangana,vikarabad,2025,10,510,152,0,1450,9377,1349,636
telangana,vikarabad,2025,11,560,125,2,1837,10477,1392,682
telangana,vikarabad,2025,12,251,44,0,1289,7367,1143,508
telangana,wanaparthy,2025,9,443,120,0,577,4994,458,588
telangana,wanaparthy,2025,10,294,122,0,793,3394,583,552
telangana,wanaparthy,2025,11,346,125,0,1016,3933,672,460
telangana,wanaparthy,2025,12,183,34,0,630,3330,680,369
telangana,warangal,2025,9,920,201,0,638,4730,5626,4377
telangana,warangal,2025,10,643,125,0,1098,3629,6563,3713
telangana,warangal,2025,11,599,113,0,1423,4887,7806,3959
telangana,warangal,2025,12,300,51,0,917,5397,5997,3100
telangana,warangal rural,2025,9,216,19,0,152,4602,588,527
telangana,warangal rural,2025,10,164,22,0,220,2554,488,323
telangana,warangal rural,2025,11,169,19,2,293,3709,659,372
telangana,warangal rural,2025,12,111,10,0,224,3297,685,282
telangana,warangal urban,2025,9,220,23,1,135,1530,497,437
telangana,warangal urban,2025,10,150,19,2,187,1052,505,283
telangana,warangal urban,2025,11,145,24,2,262,1467,743,317
telangana,warangal urban,2025,12,76,7,1,270,2595,885,306
telangana,yadadri,2025,9,537,103,0,403,8662,624,569
telangana,yadadri,2025,10,309,40,0,549,4319,986,525
telangana,yadadri,2025,11,338,48,1,684,4829,1529,464
telangana,yadadri,2025,12,196,14,0,614,4870,1327,443
tripura,dhalai,2025,6,60,87,20,0,0,2792,1920
tripura,dhalai,2025,9,274,200,0,200,2190,763,1018
tripura,dhalai,2025,10,108,84,5,153,1493,1036,918
tripura,dhalai,2025,11,193,160,10,289,2596,1457,1028
tripura,dhalai,2025,12,170,80,1,478,4781,1735,964
tripura,gomati,2025,7,69,45,10,0,0,850,369
tripura,gomati,2025,9,122,52,0,185,949,341,166
tripura,gomati,2025,10,55,27,1,109,733,433,204
tripura,gomati,2025,11,95,55,0,284,1417,2092,314
tripura,gomati,2025,12,123,25,0,455,1768,1259,285
tripura,khowai,2025,9,51,36,12,107,581,187,129
tripura,khowai,2025,10,44,12,8,39,298,226,153
tripura,khowai,2025,11,56,33,18,92,506,505,162
tripura,khowai,2025,12,45,18,6,218,787,1214,193
tripura,north tripura,2025,7,124,75,17,0,0,2731,3345
tripura,north tripura,2025,9,319,125,4,153,2416,1030,1878
tripura,north tripura,2025,10,135,59,0,79,1409,958,1718
tripura,north tripura,2025,11,265,87,3,190,2463,3206,2293
tripura,north tripura,2025,12,203,70,2,297,3707,2616,2382
tripura,sepahijala,2025,7,166,144,15,0,0,1255,720
tripura,sepahijala,2025,9,255,132,0,147,1627,508,361
tripura,sepahijala,2025,10,189,79,2,149,1497,811,335
tripura,sepahijala,2025,11,275,113,10,208,2429,1145,565
